query_id,rank,candidate_id,similarity_score
11605,1,31874,0.8248633742332458
11605,2,4142,0.8236293196678162
11605,3,677,0.8236232995986938
11605,4,27632,0.8230118751525879
11605,5,36874,0.8224417567253113
11605,6,26639,0.8215475678443909
11605,7,12564,0.8209424018859863
11605,8,2712,0.820821225643158
11605,9,7805,0.8206661343574524
11605,10,36350,0.820457398891449
11605,11,26351,0.820202648639679
11605,12,98,0.8198076486587524
11605,13,5469,0.8198015689849854
11605,14,25848,0.8197790384292603
11605,15,7539,0.8196590542793274
11605,16,1365,0.819622814655304
11605,17,13220,0.819214940071106
11605,18,8414,0.8191767334938049
11605,19,17603,0.8190822601318359
11605,20,233,0.8190398216247559
11605,21,2821,0.8189377188682556
11605,22,13847,0.8186936974525452
11605,23,8705,0.8184583783149719
11605,24,3389,0.8184143304824829
11605,25,4754,0.8182753324508667
11605,26,5938,0.8180204033851624
11605,27,8418,0.81790691614151
11605,28,30881,0.817589282989502
11605,29,29628,0.8174764513969421
11605,30,9545,0.8173531293869019
11605,31,20476,0.8173009157180786
11605,32,2430,0.8171705007553101
11605,33,5325,0.8170665502548218
11605,34,4044,0.8169035315513611
11605,35,10719,0.8167192935943604
11605,36,10839,0.8164781928062439
11605,37,30294,0.816407322883606
11605,38,8640,0.8163987398147583
11605,39,28897,0.8162333369255066
11605,40,27571,0.815916121006012
11605,41,12782,0.8158010244369507
11605,42,13406,0.8157956600189209
11605,43,26649,0.8155487179756165
11605,44,27511,0.8154497146606445
11605,45,6056,0.8151912689208984
11605,46,5279,0.8151686191558838
11605,47,361,0.8151578307151794
11605,48,30989,0.8151353001594543
11605,49,15321,0.8151271343231201
11605,50,2956,0.8150951266288757
11605,51,7466,0.8150098323822021
11605,52,16149,0.8147677779197693
11605,53,36707,0.8145630359649658
11605,54,9853,0.8143486380577087
11605,55,12661,0.8143442273139954
11605,56,35080,0.8143305778503418
11605,57,32622,0.8143174648284912
11605,58,19565,0.8142764568328857
11605,59,22217,0.8142409324645996
11605,60,5077,0.8141446709632874
11605,61,36536,0.813989520072937
11605,62,36441,0.8138327598571777
11605,63,421,0.8137520551681519
11605,64,25244,0.8136162757873535
11605,65,6041,0.8135412335395813
11605,66,8312,0.8134464025497437
11605,67,14802,0.8133986592292786
11605,68,22004,0.8131884336471558
11605,69,21922,0.8130931258201599
11605,70,35663,0.8128989338874817
11605,71,7821,0.812659502029419
11605,72,20427,0.8125117421150208
11605,73,6811,0.8123695850372314
11605,74,3910,0.8123480081558228
11605,75,20108,0.8120670914649963
11605,76,16070,0.8119648694992065
11605,77,2654,0.8117571473121643
11605,78,16810,0.8116065263748169
11605,79,29600,0.811574399471283
11605,80,7451,0.8115293979644775
11605,81,15891,0.8115024566650391
11605,82,13330,0.8114151954650879
11605,83,33539,0.8113709092140198
11605,84,29625,0.8111438751220703
11605,85,249,0.8111205101013184
11605,86,28549,0.8110446929931641
11605,87,10007,0.8108851313591003
11605,88,23315,0.8108692169189453
11605,89,36557,0.8108028769493103
11605,90,28096,0.8107250332832336
11605,91,23144,0.8106266856193542
11605,92,16980,0.8105958104133606
11605,93,6973,0.8105574250221252
11605,94,15745,0.8103513121604919
11605,95,18372,0.8096700310707092
11605,96,36588,0.8092843890190125
11605,97,32947,0.8091750741004944
11605,98,19869,0.8090947270393372
11605,99,9697,0.8090749979019165
11605,100,18172,0.8090347051620483
11605,101,1809,0.8088383078575134
11605,102,23812,0.8088065385818481
11605,103,3860,0.8087911605834961
11605,104,35864,0.8087408542633057
11605,105,3890,0.8087166547775269
11605,106,12727,0.8085229992866516
11605,107,23450,0.8083625435829163
11605,108,32092,0.8081616163253784
11605,109,35123,0.8081510066986084
11605,110,15021,0.8080747127532959
11605,111,31553,0.8080661296844482
11605,112,11430,0.8078722357749939
11605,113,5108,0.8076859712600708
11605,114,19904,0.8076831698417664
11605,115,13053,0.8075413703918457
11605,116,23623,0.8074603080749512
11605,117,32886,0.8072327971458435
11605,118,8115,0.8071510791778564
11605,119,17826,0.8067208528518677
11605,120,33683,0.8067104816436768
11605,121,18796,0.8065017461776733
11605,122,33810,0.8063910007476807
11605,123,21770,0.8058260679244995
11605,124,2792,0.8057271838188171
11605,125,36348,0.8054015040397644
11605,126,20063,0.8053228259086609
11605,127,9598,0.8052878379821777
11605,128,2428,0.8052852153778076
11605,129,16405,0.8050724864006042
11605,130,92,0.804884672164917
11605,131,27294,0.804049015045166
11605,132,31114,0.8039209246635437
11605,133,23887,0.8038905262947083
11605,134,36495,0.8037851452827454
11605,135,21779,0.8031812310218811
11605,136,10891,0.803176760673523
11605,137,14202,0.803168535232544
11605,138,28031,0.8030984997749329
11605,139,3464,0.8030090928077698
11605,140,17021,0.8028739094734192
11605,141,21970,0.8027492761611938
11605,142,30283,0.802649974822998
11605,143,24498,0.802123486995697
11605,144,8030,0.8020307421684265
11605,145,2998,0.8016427755355835
11605,146,12273,0.8013229370117188
11605,147,32700,0.801216721534729
11605,148,6035,0.8010894656181335
11605,149,12077,0.8010261654853821
11605,150,16451,0.8008737564086914
11605,151,21885,0.8008379340171814
11605,152,10445,0.8008240461349487
11605,153,12276,0.8007073402404785
11605,154,11291,0.8003218770027161
11605,155,24104,0.7999672293663025
11605,156,28128,0.7998669743537903
11605,157,18095,0.7988247275352478
11605,158,10167,0.7986431121826172
11605,159,6015,0.7986182570457458
11605,160,34182,0.7984250783920288
11605,161,18122,0.7980067133903503
